Topic,Count,Name,Top_Words
360,0,360_one_use_get_like,"one, use, get, like, want, also, give, time, know, make"
361,1,361_use_number_way_make,"use, number, way, make, get, take, well, know, also, one"
362,0,362_one_also_game_good,"one, also, game, good, like, team, time, well, think, say"
363,0,363_one_say_think_like,"one, say, think, like, make, even, well, also, know, use"
364,4,364_use_good_like_make,"use, good, like, make, excellent, condition, dark, know, get, want"
365,0,365_use_make_thanks_get,"use, make, thanks, get, last, well, good, like, know, first"
366,1,366_use_one_know_also,"use, one, know, also, get, think, like, make, modem, please"
367,0,367_time_one_know_use,"time, one, know, use, think, make, first, also, people, get"
368,0,368_use_one_know_like,"use, one, know, like, thanks, good, get, also, please, time"
369,0,369_god_christ_say_jesus,"god, christ, say, jesus, one, heaven, human, believe, know, death"
370,3,370_get_one_pull_look,"get, one, pull, look, way, also, fast, ride, lane, behind"
371,0,371_use_get_make_people,"use, get, make, people, one, even, know, need, like, much"
372,0,372_convert_well_say_think,"convert, well, say, think, good, like, know, use, one, time"
373,0,373_know_get_also_thanks,"know, get, also, thanks, please, much, think, like, problem, thing"
374,2,374_use_make_one_know,"use, make, one, know, get, people, also, year, time, good"
375,2,375_use_like_get_know,"use, like, get, know, one, please, thanks, work, well, try"
376,0,376_get_know_time_one,"get, know, time, one, good, encryption, think, much, people, want"
377,0,377_think_one_government_say,"think, one, government, say, people, like, know, get, even, wonder"
378,0,378_like_get_use_work,"like, get, use, work, know, make, want, one, well, even"
379,0,379_game_team_baseball_well,"game, team, baseball, well, hit, pitch, like, last, know, year"
380,4,380_lebanon_israel_people_israeli,"lebanon, israel, people, israeli, think, say, one, peace, also, arab"
381,0,381_one_know_use_get,"one, know, use, get, time, may, well, say, like, right"
382,0,382_religious_religion_know_atheism,"religious, religion, know, atheism, god, people, one, time, get, say"
383,5,383_use_know_polygon_linear,"use, know, polygon, linear, reference, point, original, method, analysis, distortion"
384,0,384_think_like_one_say,"think, like, one, say, well, time, get, know, make, good"
385,0,385_well_time_make_like,"well, time, make, like, get, one, know, thing, north, try"
386,0,386_board_thanks_work_ram,"board, thanks, work, ram, use, problem, also, card, get, like"
387,0,387_please_one_know_think,"please, one, know, think, reply, get, like, people, much, ask"
388,0,388_use_know_like_one,"use, know, like, one, get, say, run, well, work, make"
389,4,389_one_know_people_use,"one, know, people, use, get, make, time, think, well, like"
390,0,390_one_get_use_like,"one, get, use, like, mouse, thanks, know, make, say, think"
391,10,391_use_work_like_also,"use, work, like, also, know, one, get, find, well, need"
392,0,392_people_know_make_time,"people, know, make, time, one, say, good, get, want, much"
393,0,393_please_know_like_one,"please, know, like, one, use, well, get, good, thanks, machine"
394,0,394_work_use_also_get,"work, use, also, get, board, know, one, well, make, card"
395,0,395_death_think_see_say,"death, think, see, say, well, like, even, people, one, make"
396,2,396_well_know_say_year,"well, know, say, year, also, use, time, need, one, people"
397,1,397_one_use_like_think,"one, use, like, think, get, well, look, back, way, time"
398,1,398_team_well_game_need,"team, well, game, need, like, baseball, manager, back, season, get"
399,1,399_window_know_use_file,"window, know, use, file, one, thanks, run, help, work, make"
400,1,400_encryption_nsa_algorithm_de,"encryption, nsa, algorithm, de, security, secure, know, get, secret, want"
401,2,401_copy_like_say_get,"copy, like, say, get, one, use, find, know, make, even"
402,5,402_make_say_time_one,"make, say, time, one, get, know, give, first, people, mary"
403,0,403_thing_use_think_one,"thing, use, think, one, people, say, also, god, much, even"
404,0,404_one_like_know_say,"one, like, know, say, think, even, make, get, time, well"
405,0,405_use_get_one_think,"use, get, one, think, know, make, new, well, game, may"
406,0,406_one_know_technical_year,"one, know, technical, year, use, like, well, first, send, program"
407,6,407_people_make_one_time,"people, make, one, time, say, like, bosnia, many, well, world"
408,5,408_use_one_get_know,"use, one, get, know, time, space, spacecraft, year, data, make"
409,0,409_year_well_know_thing,"year, well, know, thing, game, one, get, time, take, give"
410,10,410_one_use_know_get,"one, use, know, get, like, also, people, much, think, make"
411,0,411_thanks_use_window_know,"thanks, use, window, know, work, color, much, help, run, like"
412,0,412_one_use_like_know,"one, use, like, know, get, need, much, work, make, also"
413,0,413_get_say_one_thank,"get, say, one, thank, well, people, year, come, also, much"
414,0,414_get_one_year_like,"get, one, year, like, know, well, last, time, team, new"
415,0,415_modem_printer_use_print,"modem, printer, use, print, internal, brand, one, machine, software, know"
416,0,416_one_game_well_america,"one, game, well, america, play, thing, many, think, watch, come"
417,0,417_one_say_even_god,"one, say, even, god, point, time, therefore, like, get, think"
418,0,418_think_people_get_say,"think, people, get, say, know, make, one, thing, even, like"
419,1,419_one_like_time_say,"one, like, time, say, know, well, people, good, think, make"
420,0,420_one_like_make_know,"one, like, make, know, get, first, time, well, use, much"
421,0,421_make_like_people_know,"make, like, people, know, one, say, think, get, time, year"
422,0,422_get_use_one_know,"get, use, one, know, like, people, think, even, time, make"
423,2,423_get_like_think_good,"get, like, think, good, know, people, thing, say, make, one"
424,5,424_use_modem_internal_serial,"use, modem, internal, serial, want, know, problem, please, one, fine"
425,0,425_say_one_like_people,"say, one, like, people, well, also, israeli, day, know, government"
426,0,426_car_like_engine_new,"car, like, engine, new, one, also, know, use, make, think"
427,3,427_get_use_know_make,"get, use, know, make, year, people, say, one, thing, much"
428,0,428_use_one_get_make,"use, one, get, make, also, know, even, say, air, close"
429,0,429_one_like_use_know,"one, like, use, know, make, well, think, two, get, also"
430,1,430_need_even_see_know,"need, even, see, know, also, think, year, give, one, make"
431,1,431_know_well_like_think,"know, well, like, think, one, people, use, make, much, even"
432,0,432_god_think_even_one,"god, think, even, one, say, people, good, see, like, love"
433,0,433_use_try_get_make,"use, try, get, make, mouse, time, hand, also, one, well"
434,0,434_get_know_one_well,"get, know, one, well, say, waco, time, like, year, even"
435,0,435_like_get_know_much,"like, get, know, much, one, good, think, make, way, well"
436,3,436_one_also_year_engineering,"one, also, year, engineering, use, science, well, please, like, two"
437,0,437_know_one_make_like,"know, one, make, like, use, problem, work, think, say, help"
438,0,438_say_one_think_people,"say, one, think, people, even, thing, god, well, like, way"
439,3,439_one_like_get_year,"one, like, get, year, say, people, make, use, know, even"
440,0,440_one_please_use_know,"one, please, use, know, good, monitor, also, work, make, like"
441,0,441_game_team_score_last,"game, team, score, last, play, baseball, win, year, good, make"
442,1,442_use_like_get_know,"use, like, get, know, one, also, thanks, make, try, need"
443,0,443_use_get_find_know,"use, get, find, know, take, one, need, also, people, good"
444,0,444_know_use_make_price,"know, use, make, price, one, pay, also, please, hotel, sell"
445,10,445_get_use_one_know,"get, use, one, know, think, like, well, make, thing, work"
446,2,446_also_price_michael_card,"also, price, michael, card, like, make, sell, mike, another, condition"
447,0,447_get_like_one_know,"get, like, one, know, think, please, use, also, make, good"
448,0,448_one_use_like_please,"one, use, like, please, work, know, problem, thanks, well, new"
449,0,449_one_know_make_find,"one, know, make, find, get, time, use, like, also, court"
450,2,450_use_know_get_even,"use, know, get, even, need, like, video, want, encryption, much"
451,2,451_get_use_one_time,"get, use, one, time, like, people, think, well, say, make"
452,0,452_well_use_one_know,"well, use, one, know, get, make, work, thing, need, like"
453,0,453_one_also_get_like,"one, also, get, like, good, use, know, much, think, say"
454,0,454_one_people_think_say,"one, people, think, say, agree, time, know, god, get, thing"
455,0,455_radio_one_get_use,"radio, one, get, use, know, voice, key, like, time, thing"
456,0,456_know_good_say_one,"know, good, say, one, well, time, much, back, people, get"
457,0,457_get_like_think_know,"get, like, think, know, use, people, way, say, make, war"
458,1,458_know_use_one_make,"know, use, one, make, god, people, like, well, even, think"
459,0,459_team_game_like_season,"team, game, like, season, one, well, make, know, give, year"
460,0,460_thanks_one_advance_send,"thanks, one, advance, send, like, give, also, use, post, camera"
461,2,461_use_work_thanks_card,"use, work, thanks, card, try, get, problem, one, know, run"
462,0,462_one_get_people_say,"one, get, people, say, know, good, work, also, need, make"
463,2,463_make_know_also_year,"make, know, also, year, well, many, production, desert, jewish, land"
464,0,464_know_game_please_post,"know, game, please, post, time, one, last, year, much, think"
465,0,465_say_use_get_one,"say, use, get, one, think, well, make, know, like, time"
466,0,466_power_one_well_voltage,"power, one, well, voltage, need, replace, extra, time, battery, like"
467,1,467_one_use_time_think,"one, use, time, think, know, orbit, also, new, need, thing"
468,0,468_please_use_get_know,"please, use, get, know, time, one, thanks, interested, printer, like"
469,0,469_know_one_time_work,"know, one, time, work, get, use, also, well, like, run"
470,0,470_make_one_even_know,"make, one, even, know, well, time, like, thing, see, get"
471,1,471_game_well_good_one,"game, well, good, one, know, team, year, make, get, use"
472,0,472_please_thanks_use_get,"please, thanks, use, get, way, much, email, know, look, good"
473,5,473_window_use_like_get,"window, use, like, get, thanks, know, one, program, run, application"
474,0,474_one_people_cost_even,"one, people, cost, even, pay, use, want, well, know, like"
475,1,475_game_wing_hockey_team,"game, wing, hockey, team, think, get, win, well, one, year"
476,0,476_one_like_also_use,"one, like, also, use, know, make, think, say, well, good"
477,0,477_get_think_make_one,"get, think, make, one, like, say, well, know, use, also"
478,5,478_know_people_use_say,"know, people, use, say, get, one, also, make, like, even"
479,0,479_use_one_know_scsi,"use, one, know, scsi, much, well, want, also, get, need"
480,0,480_file_use_know_window,"file, use, know, window, server, run, one, get, manager, also"
481,0,481_people_know_one_like,"people, know, one, like, time, get, many, think, believe, say"
482,0,482_one_say_jesus_think,"one, say, jesus, think, god, thing, time, fact, even, people"
483,1,483_know_one_get_new,"know, one, get, new, time, well, even, use, make, thing"
484,0,484_well_one_get_know,"well, one, get, know, good, use, two, also, case, much"
485,1,485_time_memory_ram_like,"time, memory, ram, like, work, get, use, think, one, know"
486,0,486_one_get_use_also,"one, get, use, also, well, time, clinton, know, government, see"
487,0,487_use_work_know_get,"use, work, know, get, please, one, thanks, software, also, try"
488,0,488_thanks_like_please_one,"thanks, like, please, one, make, advance, use, get, say, much"
489,0,489_pay_even_one_use,"pay, even, one, use, know, people, take, junk, get, time"
490,1,490_make_use_also_many,"make, use, also, many, one, new, people, ancient, say, time"
491,0,491_know_one_make_get,"know, one, make, get, say, think, time, even, like, also"
492,1,492_use_know_well_one,"use, know, well, one, get, like, time, new, think, want"
493,6,493_card_use_work_get,"card, use, work, get, thanks, video, also, problem, one, make"
494,1,494_use_one_get_like,"use, one, get, like, work, thanks, also, know, well, good"
495,0,495_chicago_one_get_like,"chicago, one, get, like, good, even, bad, game, also, well"
496,0,496_time_one_think_know,"time, one, think, know, get, make, also, like, take, even"
497,2,497_one_say_think_get,"one, say, think, get, use, know, time, thing, well, make"
498,3,498_congress_constitution_use_federal,"congress, constitution, use, federal, law, right, government, unite, arm, senate"
499,1,499_know_like_time_get,"know, like, time, get, say, one, use, also, much, think"
